uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
48139,Kwabe Schulz,Normal,N\A,262386,59,5,7,-1,-1,0,0,0,0,11,7,0,0,0,1,3,60,53,58,48,66,52,70,55,65,48,54,42,38,56,58,51,34,28,57,46,59,55,47,46,62,55,30,37,33,10,10,10,10,10
48140,Moritz Schulze,Normal,N\A,257149,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,42,44,46,40,55,32,58,60,28,29,9,8,24,18,11,12,6,14,10,19,29,8,42,19,12,12,6,14,11,58,56,56,63,56
48141,Brady Scott,Normal,N\A,241091,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,33,30,38,46,41,21,44,40,26,27,14,5,33,12,12,10,7,10,12,22,25,12,45,22,11,13,7,15,12,64,59,60,59,59
48142,Adrian Segecic,Normal,N\A,262748,59,23,12,27,-1,16777216,0,0,0,35,38,0,0,0,2,4,75,76,66,87,41,45,43,54,55,55,36,54,53,63,45,65,54,39,31,51,54,37,50,51,30,36,39,49,41,10,10,10,10,10
48143,David Sellés López,Normal,N\A,278980,59,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,58,59,61,51,61,62,55,56,61,48,62,33,54,48,38,38,32,41,61,57,60,61,57,57,60,60,33,39,54,10,10,10,10,10
48144,Alejandro Severo,Normal,N\A,71735,59,23,12,-1,-1,0,0,0,0,35,23,0,0,0,1,3,70,70,68,67,60,55,58,50,55,50,40,52,50,50,58,70,55,44,50,56,59,44,61,56,45,44,39,50,55,10,10,10,10,10
48145,Max Sheaf,Normal,N\A,243651,59,14,18,-1,-1,16777216,0,0,0,18,31,0,0,0,2,3,66,63,73,63,56,66,59,58,58,55,48,56,59,61,52,59,53,48,47,59,64,55,58,59,52,46,34,58,43,10,10,10,10,10
48146,Jamie Shepherd,Normal,N\A,71679,59,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,3,66,65,69,57,65,61,59,59,57,57,58,60,58,63,55,60,56,52,60,56,61,40,56,56,57,54,39,36,55,10,10,10,10,10
48147,Yan Shi,Normal,N\A,263487,59,16,12,27,-1,0,0,0,0,27,28,23,0,0,2,3,74,76,80,85,44,63,42,59,45,50,26,56,52,54,55,61,48,45,43,51,52,36,52,51,38,40,41,54,43,10,10,10,10,10
48148,Sang Eun Shin,Normal,N\A,261104,59,23,12,25,-1,0,0,0,0,35,42,0,0,0,2,3,79,80,74,60,75,62,74,58,36,51,20,57,50,56,55,60,52,34,53,42,55,24,49,42,14,12,40,52,64,10,10,10,10,10
48149,Hussain Sibyani,Normal,N\A,271637,59,7,-1,-1,-1,0,0,0,0,9,10,0,0,0,1,3,81,81,76,81,61,63,48,53,30,40,49,52,38,59,52,59,37,31,40,38,49,49,35,38,55,57,29,39,34,10,10,10,10,10
48150,Janne Sietan,Normal,N\A,73169,59,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,58,63,52,56,68,62,71,58,57,51,59,30,27,48,31,39,23,33,58,48,53,57,58,48,60,59,23,35,36,10,10,10,10,10
48151,Gabriel Sigua,Normal,N\A,277060,59,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,3,68,67,60,59,57,63,76,62,62,56,55,58,54,62,36,56,57,35,46,56,61,47,62,56,57,52,37,34,40,10,10,10,10,10
48152,Tommy Simkin,Normal,N\A,276944,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,30,30,31,28,44,21,47,55,25,33,8,8,36,23,9,12,7,10,12,27,20,9,44,27,12,12,8,15,17,61,57,58,60,57
48153,Luan Simnica,Normal,N\A,72531,59,10,14,-1,-1,0,0,0,0,14,18,0,0,0,1,3,62,60,58,63,64,62,61,61,64,55,55,59,58,60,52,63,57,39,59,58,61,52,53,58,59,54,31,58,35,10,10,10,10,10
48154,Simon Simoni,Normal,N\A,272787,59,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,3,27,31,29,24,54,18,63,42,21,26,8,6,35,22,18,12,8,9,12,23,22,7,41,23,12,9,8,13,11,64,57,54,61,58
48155,Jessica Simpson,Normal,N\A,273837,59,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,3,54,64,60,62,62,34,64,58,58,59,59,33,34,57,56,43,28,42,58,54,60,60,32,54,62,58,25,43,42,10,10,10,10,10
48156,Naorem Mahesh Singh,Normal,N\A,259560,59,12,16,23,27,0,0,0,0,23,25,29,0,0,2,3,71,74,69,68,65,56,52,52,57,46,38,58,57,54,51,56,63,46,49,55,58,22,53,55,34,25,45,51,54,10,10,10,10,10
48157,Mehtab Singh,Normal,N\A,259730,59,5,3,-1,-1,0,0,0,0,11,13,4,0,0,1,3,52,67,34,57,74,64,77,56,56,49,55,27,34,42,21,21,21,27,53,38,51,58,39,38,60,61,28,20,36,10,10,10,10,10
48158,Roshan Singh,Normal,N\A,260147,59,7,3,-1,-1,8192,0,0,0,9,5,0,0,0,1,4,63,68,69,81,52,76,64,55,34,52,55,52,53,56,56,58,45,54,36,55,57,50,56,55,56,55,50,55,49,10,10,10,10,10
48159,Jeakson Singh Thounaojam,Normal,N\A,253508,59,10,14,18,-1,4096,0,0,0,14,20,0,0,0,1,3,51,55,61,40,68,72,76,51,66,47,52,56,54,60,43,60,40,40,59,57,59,54,51,57,57,56,31,37,41,10,10,10,10,10
48160,Xavier Sintes Egea,Normal,N\A,247466,59,10,5,-1,-1,0,0,0,0,14,11,0,0,0,1,3,60,51,42,53,68,55,64,56,68,46,50,36,52,57,42,52,39,47,66,55,68,48,56,55,70,54,36,41,56,10,10,10,10,10
48161,Luca Sirch,Normal,N\A,73135,59,5,10,-1,-1,0,0,0,0,11,14,0,0,0,1,3,57,56,47,54,68,62,72,47,67,49,56,29,38,35,32,35,25,27,59,52,55,57,48,52,63,59,30,31,37,10,10,10,10,10
48162,Axel Sjöberg,Normal,N\A,258122,59,3,-1,-1,-1,0,0,0,0,5,0,0,0,0,1,3,65,68,68,73,54,53,51,51,55,55,55,57,54,56,53,58,39,34,52,49,55,53,42,49,61,59,40,49,43,10,10,10,10,10
48163,Henrik Skogvold,Normal,N\A,264273,59,25,27,-1,-1,0,0,0,0,41,42,38,0,0,2,3,74,78,81,76,60,58,55,56,42,57,38,60,55,60,52,60,61,46,49,45,55,34,58,45,35,35,52,54,47,10,10,10,10,10
48164,Cieran Slicker,Normal,N\A,264645,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,30,22,21,22,47,24,51,53,35,46,19,5,54,40,12,20,10,12,10,35,40,27,44,35,15,15,9,10,19,58,61,58,60,57
48165,Noah Smith,Normal,N\A,255941,59,7,16,-1,-1,134221824,0,0,0,8,9,28,0,0,1,3,68,69,68,66,65,60,70,55,60,53,55,52,54,54,55,54,45,40,52,52,54,53,54,52,56,56,43,51,44,10,10,10,10,10
48166,Dylan Smith,Normal,N\A,275022,59,5,-1,-1,-1,0,0,0,0,11,12,0,0,0,1,2,62,64,49,58,68,61,65,50,58,49,54,36,34,56,31,43,24,30,63,35,50,55,42,35,63,60,25,31,41,10,10,10,10,10
48167,Fábio Rúben Soares Jaló,Normal,N\A,272446,59,25,18,23,-1,0,0,0,0,41,0,0,0,0,1,4,81,73,77,74,64,53,50,60,45,58,12,59,56,59,44,58,59,53,53,27,49,25,58,27,24,21,54,53,53,10,10,10,10,10
48168,David Sotelo,Normal,N\A,275429,59,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,2,58,60,55,71,46,60,49,61,47,45,56,54,60,57,47,56,51,40,47,61,63,50,51,61,58,55,38,42,46,10,10,10,10,10
48169,Jhair Soto,Normal,N\A,279138,59,3,-1,-1,-1,0,0,0,0,6,0,0,0,0,1,2,62,66,59,48,48,57,49,54,53,39,57,40,33,52,58,55,22,26,49,62,60,54,25,62,59,56,20,35,31,10,10,10,10,10
48170,Antonio Spagnoli,Normal,N\A,73174,59,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,15,27,24,48,44,19,53,55,17,21,6,7,36,12,11,12,9,10,14,29,27,5,44,29,13,10,9,14,13,63,58,59,58,54
48171,Nick Stepantsev,Normal,N\A,72685,59,16,18,25,27,0,0,0,0,27,41,0,0,0,1,3,66,73,50,64,61,55,61,47,41,59,18,57,63,62,42,59,49,33,51,57,66,25,63,57,37,22,42,38,39,10,10,10,10,10
48172,Godfrey Stephen,Normal,N\A,261041,59,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,2,76,65,61,54,76,61,69,57,53,52,45,43,51,52,60,51,53,27,61,56,53,55,42,56,59,58,51,54,55,10,10,10,10,10
48173,Dušan Stojinović,Normal,N\A,273855,59,5,3,-1,-1,0,0,0,0,11,12,3,0,0,1,2,61,57,45,55,61,55,59,58,58,57,62,30,26,39,30,35,19,30,56,41,52,64,42,41,63,60,29,42,37,10,10,10,10,10
48174,Aidan Stone,Normal,N\A,243594,59,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,4,42,58,46,44,60,25,68,54,40,51,19,10,53,21,13,11,10,11,13,49,30,17,44,49,11,13,10,13,12,60,58,58,58,59
48175,Lawson Sunderland,Normal,N\A,276821,59,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,2,69,66,57,49,70,63,67,51,53,45,50,57,59,57,40,60,40,39,47,65,68,49,52,65,58,58,38,30,43,10,10,10,10,10
48176,Hannibal Mejbri,Normal,N\A,258171,69,14,18,-1,-1,327680,0,0,0,22,33,0,0,0,2,3,72,74,76,74,68,78,68,70,88,73,64,66,71,68,68,69,55,67,53,69,70,64,68,69,68,67,54,75,56,10,10,10,10,10
48177,Houboulang Mendes,Normal,N\A,234856,69,3,5,-1,-1,2048,0,0,0,3,11,0,0,0,1,3,70,74,58,56,79,64,77,58,65,53,69,48,50,68,65,63,39,39,70,60,65,65,52,60,69,67,43,48,42,10,10,10,10,10
48178,Ignacio Méndez Fernández,Normal,N\A,240201,69,14,10,-1,-1,2097152,0,0,0,20,14,0,0,0,2,4,73,69,83,82,64,74,71,64,65,67,64,68,70,70,65,66,69,71,44,70,72,59,70,70,67,62,58,77,58,10,10,10,10,10
48179,Antoine Mendy,Normal,N\A,272515,69,5,3,-1,-1,0,0,0,0,11,12,0,0,0,1,3,66,67,64,67,70,69,64,66,72,67,70,58,38,64,56,61,32,39,65,50,68,70,52,50,72,70,36,51,45,10,10,10,10,10
48180,Queensy Menig,Normal,N\A,209503,69,27,16,23,-1,16908289,0,0,0,38,27,0,0,0,2,3,89,91,88,73,65,72,48,61,39,60,35,62,59,74,59,72,64,34,54,46,65,25,66,46,32,29,58,68,57,10,10,10,10,10
48181,Nicolas Meriano,Normal,N\A,273767,69,5,7,-1,-1,0,0,0,0,11,12,13,0,0,1,3,59,59,58,55,73,72,75,57,67,52,70,34,41,47,35,49,42,41,67,58,61,71,42,58,73,71,32,40,45,10,10,10,10,10
48182,Hannah Mesch,Normal,N\A,265137,69,25,27,-1,-1,0,0,0,0,41,39,0,0,0,1,3,68,72,68,55,70,56,62,65,59,60,51,73,55,69,54,68,72,50,68,47,67,42,67,47,58,40,63,43,55,10,10,10,10,10
48183,Connor Metcalfe,Normal,N\A,240648,69,14,10,23,-1,0,0,0,0,22,14,36,0,0,2,4,75,77,73,76,76,78,76,71,72,69,67,65,68,70,61,69,61,50,55,68,71,61,63,68,62,58,49,54,50,10,10,10,10,10
48184,Marco Meyerhöfer,Normal,N\A,251325,69,3,12,16,-1,65536,0,0,0,4,5,24,0,0,1,2,70,50,77,74,69,73,66,66,63,63,68,43,57,70,68,68,38,35,59,50,68,67,47,50,66,68,32,49,34,10,10,10,10,10
48185,Damian Michalski,Normal,N\A,251764,69,5,-1,-1,-1,16,0,0,0,11,13,0,0,0,1,3,71,52,64,57,85,74,90,66,65,56,62,48,53,58,57,59,54,37,68,54,60,71,65,54,69,67,40,49,35,10,10,10,10,10
48186,Clément Michelin,Normal,N\A,236466,69,3,-1,-1,-1,67108864,0,0,0,5,0,0,0,0,2,3,70,71,69,71,69,75,61,63,68,65,65,65,58,67,70,66,45,65,61,63,66,66,58,63,66,64,43,73,48,10,10,10,10,10
48187,Antonio Milić,Normal,N\A,226518,69,5,-1,-1,-1,0,0,0,0,11,13,0,0,0,1,3,33,34,40,42,70,62,84,68,70,64,71,45,52,60,63,43,34,64,70,62,58,70,57,62,69,68,37,68,43,10,10,10,10,10
48188,Richard Mina,Normal,N\A,254173,69,5,-1,-1,-1,16384,0,0,0,13,0,0,0,0,1,3,64,68,70,68,78,69,81,67,65,61,68,39,30,63,55,39,36,37,65,57,65,67,39,57,69,67,40,41,39,10,10,10,10,10
48189,Sota Mino,Normal,N\A,269424,69,10,14,-1,-1,8425472,0,0,0,14,15,20,0,0,1,3,65,65,61,61,71,90,75,65,83,60,68,58,63,60,50,58,45,36,57,64,65,63,62,64,69,65,33,35,48,10,10,10,10,10
48190,Ryan Mmaee,Normal,N\A,228639,69,25,-1,-1,-1,0,0,0,0,43,0,0,0,0,2,3,78,73,73,65,80,54,71,64,52,73,24,71,56,68,48,71,70,37,68,41,64,26,67,41,21,22,58,55,67,10,10,10,10,10
48191,Anuar Mohamed Tuhami,Normal,N\A,225699,69,14,16,18,-1,8519680,0,0,0,22,31,0,0,0,2,3,79,77,85,85,70,88,59,73,64,58,72,69,67,66,61,68,65,47,58,63,68,62,62,63,67,59,51,64,51,10,10,10,10,10
48192,Niklas Moisander,Normal,N\A,172862,69,5,-1,-1,-1,0,0,0,0,11,12,0,0,0,2,5,35,39,51,64,67,42,80,70,70,80,71,51,66,67,54,63,39,44,66,70,72,73,67,70,66,65,40,56,54,10,10,10,10,10
48193,Salvatore Molina,Normal,N\A,219759,69,12,14,16,23,0,0,0,0,24,22,28,0,0,2,5,68,81,82,81,67,74,65,65,58,61,57,66,64,72,65,71,51,67,58,65,68,66,63,65,63,61,49,64,56,10,10,10,10,10
48194,Fernando Monetti,Normal,N\A,215985,69,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,56,57,48,59,69,32,64,67,41,31,18,15,60,36,19,19,19,13,23,42,48,29,53,42,14,24,19,23,24,70,67,70,69,68
48195,Júlia Mora Tobías,Normal,N\A,272174,69,5,3,-1,-1,0,0,0,0,11,12,3,0,0,1,3,69,70,64,60,70,55,70,62,55,60,74,52,50,70,66,60,30,40,59,64,78,74,50,64,72,71,40,49,55,10,10,10,10,10
48196,Steven Moreira,Normal,N\A,212401,69,5,3,-1,-1,0,0,0,0,11,12,13,0,0,1,2,70,67,76,69,72,81,69,72,74,68,69,59,67,64,65,64,26,29,64,65,71,70,43,65,70,67,35,53,37,10,10,10,10,10
48197,André Campos Moreira,Normal,N\A,224953,69,0,-1,-1,-1,805306368,0,0,0,1,0,0,0,0,0,2,33,39,35,45,63,42,73,65,27,51,19,13,51,15,14,12,15,15,12,26,24,19,50,26,17,21,12,17,24,66,69,66,70,71
48198,Diego Moreno,Normal,N\A,227515,69,10,14,18,-1,0,0,0,0,14,18,31,0,0,2,3,63,66,67,69,68,74,75,70,65,62,65,69,65,69,52,62,68,48,54,68,70,65,73,68,67,64,55,58,44,10,10,10,10,10
48199,Joaquín Mosqueira,Normal,N\A,275100,69,10,14,-1,-1,0,0,0,0,14,19,0,0,0,2,3,71,67,70,72,71,75,58,67,83,59,59,55,69,68,56,66,43,49,69,71,72,59,78,71,69,73,49,72,52,10,10,10,10,10
48200,Marius Mouandilmadji,Normal,N\A,244685,69,25,-1,-1,-1,16,0,0,0,44,0,0,0,0,2,3,69,76,72,58,80,64,83,64,64,64,26,68,54,64,35,66,73,52,65,46,53,31,73,46,26,22,63,48,74,10,10,10,10,10
48201,Jackson Muleka,Normal,N\A,258685,69,23,12,25,-1,17,0,0,0,35,36,41,0,0,2,3,82,81,82,74,80,74,74,65,67,73,26,70,62,68,58,69,70,53,73,45,63,35,72,45,36,23,68,63,66,10,10,10,10,10
48202,Andreas Müller,Normal,N\A,257283,69,10,14,-1,-1,19456,0,0,0,15,20,0,0,0,1,2,71,63,82,90,59,77,45,66,70,70,64,60,69,67,63,66,59,56,58,70,75,64,60,70,69,67,38,58,46,10,10,10,10,10
48203,Gwen Mummert,Normal,N\A,73573,69,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,64,65,62,62,72,67,69,70,66,65,69,45,27,67,27,57,55,40,70,40,65,73,53,40,71,66,29,30,55,10,10,10,10,10
48204,César Munder,Normal,N\A,243384,69,27,16,-1,-1,4194304,0,0,0,38,39,27,0,0,3,4,88,87,91,91,72,83,61,56,33,64,20,70,57,68,63,73,64,39,51,62,66,32,65,62,32,26,42,47,47,10,10,10,10,10
48205,Ezequiel Muñoz,Normal,N\A,186695,69,5,-1,-1,-1,16,0,0,0,11,12,13,0,0,1,3,37,50,48,52,69,39,79,64,70,69,68,29,41,51,33,44,21,32,70,51,62,70,57,51,72,70,24,34,30,10,10,10,10,10
48206,Louis Munteanu,Normal,N\A,248674,69,25,-1,-1,-1,524289,0,0,0,43,0,0,0,0,2,3,81,82,87,82,82,77,76,65,35,65,27,71,62,68,58,68,69,56,60,58,67,28,70,58,25,26,59,68,60,10,10,10,10,10
48207,Radosław Murawski,Normal,N\A,209417,69,10,14,-1,-1,8389888,0,0,0,15,20,0,0,0,2,3,80,73,82,81,72,90,60,67,82,66,67,51,64,66,58,66,53,61,59,68,70,63,65,68,65,64,48,58,66,10,10,10,10,10
48208,Tae Hee Nam,Normal,N\A,193144,69,12,14,23,-1,65536,0,0,0,23,35,0,0,0,3,4,73,74,64,76,68,69,60,75,57,65,49,70,67,66,70,69,63,71,57,64,62,38,66,64,51,43,56,73,65,10,10,10,10,10
48209,Lorena Navarro Domínguez,Normal,N\A,268994,69,14,25,-1,-1,0,0,0,0,18,43,0,0,0,2,3,56,54,55,56,56,34,51,69,64,65,62,72,65,75,51,70,59,57,57,75,79,34,67,75,61,51,62,59,70,10,10,10,10,10
48210,Yehor Nazaryna,Normal,N\A,242021,69,14,10,-1,-1,0,0,0,0,19,20,14,0,0,2,3,67,70,73,66,67,69,65,69,55,60,69,63,66,72,58,73,55,58,57,69,72,67,64,69,62,58,58,65,60,10,10,10,10,10
48211,Rassoul Ndiaye,Normal,N\A,251926,69,10,14,-1,-1,0,0,0,0,14,18,0,0,0,1,3,74,68,74,77,75,76,70,68,67,68,65,63,68,70,48,65,52,44,63,70,73,64,59,70,66,64,38,42,47,10,10,10,10,10
48212,Cher Ndour,Normal,N\A,276682,69,14,18,-1,-1,0,0,0,0,21,31,0,0,0,2,5,49,60,57,48,70,57,80,70,61,71,58,68,73,73,60,72,59,54,61,71,73,55,74,71,59,56,49,65,51,10,10,10,10,10
48213,Marjolen Nekesa Wafula,Normal,N\A,275809,69,25,-1,-1,-1,2097154,0,0,0,42,0,0,0,0,2,3,69,66,75,76,76,65,71,65,39,73,17,66,60,74,55,71,70,58,70,52,71,19,67,52,23,19,64,64,63,10,10,10,10,10
48214,Leilanni Nesbeth,Normal,N\A,70182,69,14,10,-1,-1,0,0,0,0,19,14,0,0,0,1,3,66,63,67,71,58,70,54,70,53,56,70,66,69,70,58,66,61,57,54,70,71,57,63,70,57,52,55,53,50,10,10,10,10,10
48215,Maurice Neubauer,Normal,N\A,269302,69,7,16,-1,-1,16777216,0,0,0,9,28,0,0,0,1,3,71,76,66,70,60,91,55,64,64,60,61,48,53,63,62,62,32,40,48,51,67,64,34,51,69,65,37,62,38,10,10,10,10,10
48216,Filipe Miguel Neves Ferreira,Normal,N\A,215665,69,7,5,-1,-1,0,0,0,0,7,8,11,0,0,1,3,64,68,64,72,66,66,66,65,66,72,64,58,59,69,70,65,48,56,55,61,66,68,68,61,71,71,40,66,53,10,10,10,10,10
48217,Jeremy Ngakia,Normal,N\A,247623,69,3,-1,-1,-1,0,0,0,0,6,0,0,0,0,1,2,74,69,63,73,69,67,60,68,63,54,67,47,32,65,62,69,26,25,58,53,64,67,24,53,72,68,29,47,37,10,10,10,10,10
48218,Siyabonga Ngezana,Normal,N\A,235442,69,5,3,-1,-1,134217728,0,0,0,11,12,3,0,0,1,2,73,73,53,64,88,77,81,60,61,55,65,27,38,60,30,50,24,29,74,54,54,66,32,54,73,74,20,25,37,10,10,10,10,10
48219,Nina Ngueleu,Normal,N\A,271888,69,25,-1,-1,-1,0,0,0,0,42,43,0,0,0,2,3,75,71,70,71,83,47,82,64,35,53,22,66,44,73,43,70,70,51,65,49,66,20,66,49,23,22,64,41,56,10,10,10,10,10
48220,Sivert Heltne Nilsen,Normal,N\A,221552,69,10,14,-1,-1,16416,0,0,0,14,15,16,0,0,1,3,41,46,48,70,68,82,76,69,78,67,66,47,54,64,55,61,55,64,69,65,69,70,62,65,63,60,54,56,65,10,10,10,10,10
48221,Obed Nkambadio,Normal,N\A,255266,69,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,2,31,28,39,41,48,20,47,66,20,36,11,5,39,16,13,8,8,14,11,25,28,6,47,25,10,14,5,10,17,71,65,62,72,66
48222,Alberto Noguera Ripoll,Normal,N\A,203173,69,18,14,23,-1,16777312,0,0,0,31,32,33,0,0,2,4,66,71,71,76,50,62,50,65,48,57,64,68,68,71,65,72,68,57,43,70,71,56,59,70,65,47,52,56,53,10,10,10,10,10
48223,Peru Nolaskoain Esnal,Normal,N\A,241489,69,10,5,14,-1,49280,0,0,0,14,15,12,0,0,1,3,51,47,65,55,73,62,78,62,65,70,68,65,65,68,55,67,65,45,70,69,70,68,55,69,71,66,48,44,49,10,10,10,10,10
48224,Danique Noordman,Normal,N\A,277812,69,16,14,27,-1,0,0,0,0,27,18,0,0,0,2,2,72,70,70,60,69,65,63,70,55,50,38,72,63,70,69,66,62,50,58,60,70,35,53,60,65,45,49,55,58,10,10,10,10,10
48225,Léa Notel,Normal,N\A,265895,69,7,-1,-1,-1,0,0,0,0,7,9,0,0,0,2,2,55,61,65,75,62,69,61,65,66,60,69,54,57,68,69,63,48,45,59,58,70,66,49,58,68,71,45,58,47,10,10,10,10,10
48226,Hugo Novoa Ramos,Normal,N\A,258041,69,12,3,23,-1,131072,0,0,0,23,6,0,0,0,2,3,84,90,80,75,72,59,54,67,40,59,49,69,59,73,58,74,72,38,64,52,56,45,66,52,53,44,61,51,60,10,10,10,10,10
48227,Bartosz Nowak,Normal,N\A,235471,69,18,-1,-1,-1,8454144,0,0,0,31,0,0,0,0,2,4,67,55,71,64,58,90,67,66,48,74,47,70,70,72,68,70,70,64,44,67,70,41,70,67,42,38,64,65,67,10,10,10,10,10
48228,Max O'Leary,Normal,N\A,220807,69,0,-1,-1,-1,268435456,0,0,0,2,0,0,0,0,0,3,39,48,30,48,54,43,54,53,26,44,20,12,49,21,16,13,10,12,11,23,30,10,51,23,17,16,14,11,29,73,67,68,73,68
48229,Michael Obafemi,Normal,N\A,242265,69,25,-1,-1,-1,0,0,0,0,41,42,0,0,0,1,3,85,76,82,89,79,61,66,69,60,65,13,68,61,67,50,68,71,41,63,44,63,18,70,44,23,15,63,58,67,10,10,10,10,10
48230,Adam Obert,Normal,N\A,266636,69,5,7,-1,-1,0,0,0,0,11,13,7,0,0,1,2,66,62,68,66,71,59,68,68,58,60,72,46,48,67,69,62,38,39,67,64,68,69,58,64,71,70,36,62,44,10,10,10,10,10
48231,Agustín Ocampo,Normal,N\A,253264,69,16,12,25,27,0,0,0,0,27,43,0,0,0,2,3,72,77,72,70,72,64,70,65,58,67,50,63,71,68,59,70,72,67,58,65,67,55,67,65,28,26,64,68,62,10,10,10,10,10
48232,Hakeem Odoffin,Normal,N\A,231199,69,5,14,-1,-1,4096,0,0,0,11,12,19,0,0,1,2,62,75,64,41,74,74,76,67,72,63,70,58,57,62,54,58,50,36,64,59,63,68,56,59,68,66,34,41,45,10,10,10,10,10
48233,Raphael Odogwu,Normal,N\A,268759,69,25,-1,-1,-1,134217744,0,0,0,44,0,0,0,0,2,4,63,84,45,56,82,60,93,66,50,75,23,64,48,68,39,64,71,42,68,42,66,18,68,42,25,16,61,56,60,10,10,10,10,10
48234,Tim Oermann,Normal,N\A,270033,69,5,3,-1,-1,0,0,0,0,11,12,3,0,0,1,2,68,82,61,58,75,64,71,63,63,55,68,26,39,68,50,54,30,33,69,65,69,69,49,65,72,70,31,38,33,10,10,10,10,10
48235,Koki Ogawa,Normal,N\A,232829,69,25,-1,-1,-1,16,0,0,0,44,0,0,0,0,1,3,50,46,67,56,67,73,74,68,55,73,12,75,63,67,49,64,73,40,75,48,63,25,72,48,32,19,67,58,60,10,10,10,10,10
48236,Hyeon Gyu Oh,Normal,N\A,248712,69,25,-1,-1,-1,0,0,0,0,42,0,0,0,0,2,3,72,80,71,74,80,71,84,66,80,55,29,69,55,66,48,62,69,41,72,45,60,38,75,45,47,43,62,53,64,10,10,10,10,10
48237,Agustín Ojeda,Normal,N\A,268330,69,23,12,27,-1,131072,0,0,0,35,38,0,0,0,3,2,92,85,86,86,55,55,42,62,51,65,35,68,65,71,62,75,54,51,43,62,65,38,61,62,46,43,51,56,48,10,10,10,10,10
48238,Daniel Ojeda Saranova,Normal,N\A,238882,69,16,12,27,-1,131072,0,0,0,27,28,23,0,0,2,5,74,73,80,72,74,75,73,71,41,65,48,63,68,71,62,69,66,53,56,65,63,37,64,65,38,34,56,52,70,10,10,10,10,10
48239,Jeppe Okkels,Normal,N\A,234522,69,16,12,27,-1,66048,0,0,0,29,30,26,0,0,2,3,83,82,81,78,64,70,63,63,58,64,40,66,69,67,62,68,62,58,40,61,65,35,61,61,34,45,54,58,62,10,10,10,10,10
48240,Teddy Okou,Normal,N\A,240503,69,25,12,-1,-1,5373952,0,0,0,41,43,26,0,0,3,4,89,90,90,90,70,79,56,73,58,68,22,70,63,72,61,73,68,60,52,61,65,33,70,61,29,30,64,65,63,10,10,10,10,10
48241,Marisa Olislagers,Normal,N\A,265705,69,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,2,3,65,65,58,58,66,60,63,67,63,60,65,42,35,68,71,63,33,29,57,68,70,73,38,68,71,66,32,60,33,10,10,10,10,10
48242,Christian Oliva,Normal,N\A,247076,69,10,14,-1,-1,0,0,0,0,14,20,0,0,0,1,3,54,53,70,59,64,60,67,70,74,64,64,58,63,71,59,65,51,47,59,67,71,67,73,67,70,66,43,58,51,10,10,10,10,10
48243,Ricardo Jorge Oliveira António,Normal,N\A,263574,69,16,18,27,-1,0,0,0,0,27,31,38,0,0,2,2,66,71,66,69,53,55,58,68,46,64,26,70,67,71,67,70,68,45,40,63,67,50,66,63,36,43,56,53,53,10,10,10,10,10
48244,Maximiliano Olivera,Normal,N\A,236382,69,7,5,-1,-1,67108864,0,0,0,7,11,0,0,0,1,3,61,55,65,58,73,65,71,59,74,67,70,57,44,61,74,68,50,71,69,64,67,64,66,64,72,72,38,65,52,10,10,10,10,10
48245,Bárbara Olivieri,Normal,N\A,274139,69,12,14,23,-1,0,0,0,0,23,24,22,0,0,2,3,64,63,61,71,46,55,32,68,38,62,46,67,69,73,67,72,66,52,51,65,72,43,57,65,42,38,41,58,58,10,10,10,10,10
48246,Jan Olschowsky,Normal,N\A,257273,69,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,3,22,17,30,44,42,16,42,50,23,38,11,8,50,10,14,12,6,10,13,30,26,18,53,30,11,11,9,13,15,71,69,71,69,70
